Código,Nome,Tipo,Status,Data de criação,Latitude,Longitude
RDPC0002,"Agrovila do Pa Chico Mendes I, Riachao Do Poco-PB",Greenfield,Cancelado,2024-08-08 14:00:21,-7.135723,-35.283176
ORO0002,"Agrovila do Pa 1, Oroco-PE",Greenfield,Cancelado,2024-08-08 14:04:36,-8.537418,-39.556348
ORO0003,"Agrovila do Pa 4, Oroco-PE",Rooftop,Cancelado,2024-08-08 14:04:40,-8.523545,-39.576398
ORO0004,"Agrovila do Pa Bom Jesus, Oroco-PE",Rooftop,Cancelado,2024-08-08 14:04:44,-8.570514,-39.551904
TAMA0003,"Agrovila do Pa Mascatinho/Mata Verde, Tamandare-PE",Greenfield,Cancelado,2024-08-08 14:04:57,-8.766662,-35.191444
PTR0004,"Agrovila-4/Bloco-4, Petrolandia-PE",Greenfield,Cancelado,2024-08-08 14:05:11,-8.802939,-38.358639
JUI0002,"Colônia, Jupi-PE",Greenfield,Cancelado,2024-08-08 14:05:38,-8.650421,-36.418849
SOJ0002,"Frecheiras, Sao Joao-PE",Greenfield,Cancelado,2024-08-08 14:05:45,-8.89944,-36.426215
SLX0002,"Gigante, Saloa-PE",Greenfield,Cancelado,2024-08-08 14:05:49,-8.979904,-36.758705
PES0002,"Girau D'antas, Panelas-PE",Greenfield,Cancelado,2024-08-08 14:05:53,-8.607525,-36.038901
SNFM0002,"Poço Comprido, Santa Filomena-PE",Greenfield,Cancelado,2024-08-08 14:06:08,-8.108067,-40.554452
JUI0003,"Santa Rita, Jupi-PE",Greenfield,Cancelado,2024-08-08 14:06:33,-8.711634,-36.371225
SJG0003,"São Sebastião do Aguiar, Sao Jose Do Egito-PE",Greenfield,Cancelado,2024-08-08 14:06:37,-7.577336,-37.396879
STKZ0002,"Varzinha, Santa Cruz-PE",Rooftop,Cancelado,2024-08-08 14:06:53,-8.086881,-40.414235
JFD0003,"Brejinhos, Joao Alfredo-PE",Greenfield,Ativo,2024-08-08 14:07:14,-7.815402,-35.517307
LIO0005,"Gameleira, Limoeiro-PE",Greenfield,Ativo,2024-08-08 14:09:09,-7.850506,-35.408991
PES0003,"Pau ferro, Panelas-PE",Greenfield,Ativo,2024-08-08 14:09:46,-8.635249,-36.016559
VTS0002,"Serra Seca, Vertentes-PE",Greenfield,Ativo,2024-08-08 14:10:08,-7.943196,-36.011531
PIL0003,"Várzea, Princesa Isabel-PB",Greenfield,Ativo,2024-08-08 14:10:16,-7.725437,-38.020237
STN0013,"Várzea Velha, Sertania-PE",Greenfield,Cancelado,2024-08-26 15:10:56,-8.323822,-37.591914
STN0014,"Caroalina, Sertania-PE",Greenfield,Cancelado,2024-08-26 15:10:59,-8.273971,-37.560663
SOL0027,"Bilheira, Sobral-CE",Greenfield,Cancelado,2024-08-26 15:11:07,-4.009373,-40.04355
SOL0028,"Pedra de Fogo, Sobral-CE",Greenfield,Cancelado,2024-08-26 15:11:11,-3.683828,-40.593236
OUI0011,"Jatobá, Ouricuri-PE",Greenfield,Cancelado,2024-08-26 15:11:29,-8.002212,-40.289248
SIB0003,"Vila Rural de Inhanhum, Santa Maria Da Boa Vista-PE",Greenfield,Cancelado,2024-09-04 17:58:54,-8.771674,-39.698445
JOA0012,"Agrovila do Pa Modelo, Joao Camara-RN",Greenfield,Cancelado,2024-09-04 17:58:59,-5.364828,-35.952197
BTT0002,Baturité-CE,Greenfield,Ativo,2023-09-12 12:52:54,-4.337778,-38.872778
CAY0009,"Sítio, Ceará-Mirim-RN",Greenfield,Ativo,2024-08-08 13:30:37,-5.605342,-35.299509
CAY0015,"Boa Vista, Ceará-Mirim-RN",Greenfield,Ativo,2024-08-08 14:03:44,-5.59986,-35.320299
CAY0010.1,"Rio dos Índios de Cima, Ceará-Mirim-RN",Greenfield,Ativo,2024-09-21 13:22:31,-5.592444,-35.33975
JRO0003,Jeremoabo-BA,Greenfield,Ativo,2024-08-26 14:35:50,-10.086447,-38.326421
PNA0016,Parnaiba-PI,Greenfield,Ativo,2024-05-22 15:11:45,-2.940357,-41.771367
SIT0001,Sao Caitano-PE,Greenfield,Ativo,2024-08-08 14:13:51,-8.326428,-36.139502
SIT0002,Sao Caitano-PE,Greenfield,Ativo,2024-08-08 14:13:55,-8.332684,-36.130438
RUS0005,"Flores, Russas-CE",Greenfield,Ativo,2023-07-24 19:07:27,-5.06325,-38.064611
RUS0006,"Timbauba, Russas-CE",Greenfield,Ativo,2024-01-08 18:09:45,-4.983896,-37.998502
MCO0057,Maceio-AL,Greenfield,Cancelado,2025-01-31 18:57:42,-9.606085,-35.741067
MCO0060.1,Maceio-AL,Greenfield,Cancelado,2025-03-15 17:06:48,-9.593758970294676,-35.726842385247856
CBD0009,Cabedelo-PB,Rooftop,Ativo,2024-05-21 18:42:16,-7.052783,-34.847373
NTL0042,Natal-RN,Rooftop,Ativo,2024-05-22 15:15:43,-5.79176,-35.199465
TSA0058,Teresina-PI,Greenfield,Ativo,2024-05-22 15:28:44,-5.03028488102,-42.8159201756
TSA0061,Teresina-PI,Greenfield,Ativo,2024-05-22 15:28:56,-5.040361,-42.80776
JGE0001,Jaguaribe-CE,Greenfield,Ativo,2023-08-07 17:25:22,-5.8945,-38.622833
JGE0002,Jaguaribe-CE,Greenfield,Ativo,2023-08-07 17:25:28,-5.882333,-38.61375
ECT0001,Encanto-RN,Greenfield,Ativo,2023-08-18 12:37:22,-6.115587,-38.303869
SGA0010,"Espinhos, São Gonçalo do Amarante-CE",Greenfield,Ativo,2023-09-12 10:58:15,-3.526168,-39.173751
SMU0001,São Miguel-RN,Greenfield,Ativo,2023-08-04 18:23:19,-6.211733,-38.498931
